Id,SalePrice
1661,477670.06
1662,406362.22
1663,365342.8
1664,455723.9
1665,319743.78
1666,315437.5
1667,358021.22
1668,328235.7
1669,297102.2
1670,335526.34
1671,257393.28
1672,529259.6
1673,287581.1
1674,253471.95
1675,189340.38
1676,193587.67
1677,224932.66
1678,451482.44
1679,383981.97
1680,330710.9
1681,262094.84
1682,297163.56
1683,180264.05
1684,170332.47
1685,174243.16
1686,164385.55
1687,169462.98
1688,178422.0
1689,183822.98
1690,186732.78
1691,180474.69
1692,277261.75
1693,173513.94
1694,183667.8
1695,169162.55
1696,278169.78
1697,174067.0
1698,382220.3
1699,338078.7
1700,261900.89
1701,252751.69
1702,238429.89
1703,241913.47
1704,287832.3
1705,249340.7
1706,461479.1
1707,231368.03
1708,219867.17
1709,276122.47
1710,231813.31
1711,270902.8
1712,238681.67
1713,251996.8
1714,219989.55
1715,207587.19
1716,178028.6
1717,161387.78
1718,133111.94
1719,203493.72
1720,265578.3
1721,162953.02
1722,128159.57
1723,156545.78
1724,213069.4
1725,231446.2
1726,190884.4
1727,160127.1
1728,173927.05
1729,163671.58
1730,164492.86
1731,124097.98
1732,134270.58
1733,118668.805
1734,123605.73
1735,133653.94
1736,117667.53
1737,356905.84
1738,219599.67
1739,246193.0
1740,213324.83
1741,187043.58
1742,180732.58
1743,173440.17
1744,288073.66
1745,241026.39
1746,251846.31
1747,223152.08
1748,221240.52
1749,160425.52
1750,136904.62
1751,229530.8
1752,117664.47
1753,136197.84
1754,212092.73
1755,169269.33
1756,134082.14
1757,124661.07
1758,145698.0
1759,158946.36
1760,162064.23
1761,134214.23
1762,166541.22
1763,178686.52
1764,117161.95
1765,163082.52
1766,167088.94
1767,212462.11
1768,149377.67
1769,161768.6
1770,141847.23
1771,130722.21
1772,145515.97
1773,144687.0
1774,129016.45
1775,141225.0
1776,124152.24
1777,116551.305
1778,140294.62
1779,115415.586
1780,183382.58
1781,131049.59
1782,98879.266
1783,131087.08
1784,103085.586
1785,119035.64
1786,141584.47
1787,170191.12
1788,54035.984
1789,93551.83
1790,87814.086
1791,172203.34
1792,158464.58
1793,140693.17
1794,150950.47
1795,138818.4
1796,127503.77
1797,122129.44
1798,127399.14
1799,121045.375
1800,127944.38
1801,130083.82
1802,156273.9
1803,147419.45
1804,148490.53
1805,132192.5
1806,110680.49
1807,127653.62
1808,113183.42
1809,121761.336
1810,144180.53
1811,105319.125
1812,100647.05
1813,125626.305
1814,98825.49
1815,53930.21
1816,101291.914
1817,127042.08
1818,136899.16
1819,115381.89
1820,54241.977
1821,115575.76
1822,150581.78
1823,38080.324
1824,139142.25
1825,134190.34
1826,105374.95
1827,108029.02
1828,139594.2
1829,105184.375
1830,150952.48
1831,142078.17
1832,98517.21
1833,148583.61
1834,121018.63
1835,153715.98
1836,132160.61
1837,78936.4
1838,128760.375
1839,82761.22
1840,179014.83
1841,160868.39
1842,77852.21
1843,133334.38
1844,140987.11
1845,139235.81
1846,153421.19
1847,153280.44
1848,50390.918
1849,110210.27
1850,119031.625
1851,152448.34
1852,133081.5
1853,123721.98
1854,172369.08
1855,144912.77
1856,221596.25
1857,170596.86
1858,129233.84
1859,119084.31
1860,152287.36
1861,119089.68
1862,255532.08
1863,234317.75
1864,234317.75
1865,328711.3
1866,336349.3
1867,236778.48
1868,303364.6
1869,200442.12
1870,230046.33
1871,263139.84
1872,168650.64
1873,235177.55
1874,140489.12
1875,193457.08
1876,188750.97
1877,213532.17
1878,207883.81
1879,137401.39
1880,138448.2
1881,226870.06
1882,244162.78
1883,202162.25
1884,206321.95
1885,266058.78
1886,306504.6
1887,202136.4
1888,270514.44
1889,155102.27
1890,134282.81
1891,138024.73
1892,104145.5
1893,134734.64
1894,123452.01
1895,145357.47
1896,128385.39
1897,115463.57
1898,108999.09
1899,152879.28
1900,154221.94
1901,177476.45
1902,129846.164
1903,202617.55
1904,153144.61
1905,197079.38
1906,162071.97
1907,211759.7
1908,123392.3
1909,135652.95
1910,125456.53
1911,208418.02
1912,292332.2
1913,146431.2
1914,66338.58
1915,345942.8
1916,72327.555
1917,251577.45
1918,141029.7
1919,159708.94
1920,133636.06
1921,416116.84
1922,309856.7
1923,217154.23
1924,241402.78
1925,215816.2
1926,364501.72
1927,138375.64
1928,162757.11
1929,125999.51
1930,130504.6
1931,140884.1
1932,136996.36
1933,189723.8
1934,180882.45
1935,181375.42
1936,184209.77
1937,181206.1
1938,172746.03
1939,267824.66
1940,203423.98
1941,176003.75
1942,190995.45
1943,199039.64
1944,340295.44
1945,381381.06
1946,161352.66
1947,328637.62
1948,167271.61
1949,252000.5
1950,181239.34
1951,269411.75
1952,255960.56
1953,176481.61
1954,177929.92
1955,128301.59
1956,268598.03
1957,156995.97
1958,312535.3
1959,126145.234
1960,113782.414
1961,126544.14
1962,95456.62
1963,99874.445
1964,115731.94
1965,152544.44
1966,148081.17
1967,323937.66
1968,414660.62
1969,382779.2
1970,455571.66
1971,490076.78
1972,348422.4
1973,268966.2
1974,313888.06
1975,474764.0
1976,271691.22
1977,367355.16
1978,382843.2
1979,336180.53
1980,195508.53
1981,348880.72
1982,247847.48
1983,225975.52
1984,163485.16
1985,219112.78
1986,207313.81
1987,181968.1
1988,175734.06
1989,189496.88
1990,214569.58
1991,261496.81
1992,217557.23
1993,164393.52
1994,226111.14
1995,176629.55
1996,227667.7
1997,308815.66
1998,320143.47
1999,262962.12
2000,310971.44
2001,245790.5
2002,227302.56
2003,244407.78
2004,255651.36
2005,235465.77
2006,231279.17
2007,240930.78
2008,224692.61
2009,195804.77
2010,180215.02
2011,143203.67
2012,175033.1
2013,185710.34
2014,183790.77
2015,197763.88
2016,193467.98
2017,203809.1
2018,122718.94
2019,131921.67
2020,118521.586
2021,114134.36
2022,178445.92
2023,135696.5
2024,225905.28
2025,411592.25
2026,176018.1
2027,148701.73
2028,145591.11
2029,179006.12
2030,273604.66
2031,271596.16
2032,271860.88
2033,253601.53
2034,161686.44
2035,223232.27
2036,181751.4
2037,194083.36
2038,343288.03
2039,219877.42
2040,390201.2
2041,286486.94
2042,201622.72
2043,166964.05
2044,168878.11
2045,227482.55
2046,130410.86
2047,149690.97
2048,139465.8
2049,130087.664
2050,181279.17
2051,109189.35
2052,138720.19
2053,146915.28
2054,81928.94
2055,158883.2
2056,134960.62
2057,118323.23
2058,243849.22
2059,117837.91
2060,173149.14
2061,183470.17
2062,134974.67
2063,113748.96
2064,142581.7
2065,126161.39
2066,175531.72
2067,105689.48
2068,130972.96
2069,84013.9
2070,107957.375
2071,88402.88
2072,128888.98
2073,140185.61
2074,181500.88
2075,143685.14
2076,123567.26
2077,152439.27
2078,131450.22
2079,124173.37
2080,114362.74
2081,127740.85
2082,139140.62
2083,140893.7
2084,111813.56
2085,127885.086
2086,120031.32
2087,115683.48
2088,101101.98
2089,82074.13
2090,131724.06
2091,127718.15
2092,143798.7
2093,123223.03
2094,132878.98
2095,143688.89
2096,84678.18
2097,102159.22
2098,151432.69
2099,60174.082
2100,103766.1
2101,128380.336
2102,130318.74
2103,103536.19
2104,124186.836
2105,130010.85
2106,66644.49
2107,228128.62
2108,117900.84
2109,120036.9
2110,132551.23
2111,149345.73
2112,133005.81
2113,123719.9
2114,106284.66
2115,149521.44
2116,114209.555
2117,157776.72
2118,117938.01
2119,102683.086
2120,111259.44
2121,113740.414
2122,111926.03
2123,87155.695
2124,172444.47
2125,123531.73
2126,173787.14
2127,167573.66
2128,121633.91
2129,101161.0
2130,148597.73
2131,163479.45
2132,116187.305
2133,115372.01
2134,123291.52
2135,99115.13
2136,80288.13
2137,116473.29
2138,137332.61
2139,155663.11
2140,142631.12
2141,141156.94
2142,124720.24
2143,146876.36
2144,103153.4
2145,134098.02
2146,162160.58
2147,136043.39
2148,124508.3
2149,148098.2
2150,228289.9
2151,126613.41
2152,185692.6
2153,160906.81
2154,112489.09
2155,135724.64
2156,233464.97
2157,245772.52
2158,239893.92
2159,204562.56
2160,168605.03
2161,243433.12
2162,422251.12
2163,344757.44
2164,269542.22
2165,195776.56
2166,147902.22
2167,207120.36
2168,215741.08
2169,197069.97
2170,224342.34
2171,143193.88
2172,131456.58
2173,165523.53
2174,226573.08
2175,296555.94
2176,324007.22
2177,242863.86
2178,215940.25
2179,144412.34
2180,194206.72
2181,185608.34
2182,227160.97
2183,195115.83
2184,130412.12
2185,103548.82
2186,143087.73
2187,151397.56
2188,158220.31
2189,202446.31
2190,80847.16
2191,80575.98
2192,92643.14
2193,101111.14
2194,100639.92
2195,108783.28
2196,95941.28
2197,116078.4
2198,152238.14
2199,177318.78
2200,143465.25
2201,142793.12
2202,218684.23
2203,158816.7
2204,192718.31
2205,111173.945
2206,140733.16
2207,232980.55
2208,238252.86
2209,216098.58
2210,131380.52
2211,117199.02
2212,114343.88
2213,109216.17
2214,134629.72
2215,102362.23
2216,144917.78
2217,77115.74
2218,81609.88
2219,69494.086
2220,76790.13
2221,346955.7
2222,262567.53
2223,265394.53
2224,213495.02
2225,122851.46
2226,168637.98
2227,199761.88
2228,280355.3
2229,239116.1
2230,163722.97
2231,211200.97
2232,173847.73
2233,173260.92
2234,273568.16
2235,207829.39
2236,296629.7
2237,359213.72
2238,208042.27
2239,108693.4
2240,159892.17
2241,159496.75
2242,127196.77
2243,114578.75
2244,96170.93
2245,95084.234
2246,151631.12
2247,108838.42
2248,129351.48
2249,126480.37
2250,134431.5
2251,128406.82
2252,168466.73
2253,163333.1
2254,179287.14
2255,190464.89
2256,184733.05
2257,192108.9
2258,168996.44
2259,174145.17
2260,157789.89
2261,173658.23
2262,196675.38
2263,343506.47
2264,439106.78
2265,173521.33
2266,321294.5
2267,387967.3
2268,386445.4
2269,158672.2
2270,183059.77
2271,250770.25
2272,191380.73
2273,163087.94
2274,180559.27
2275,165259.56
2276,185697.31
2277,183439.03
2278,156829.56
2279,129144.99
2280,118240.65
2281,176168.52
2282,180852.98
2283,100317.5
2284,112202.91
2285,152845.56
2286,123919.58
2287,357007.78
2288,265849.1
2289,377143.25
2290,444295.03
2291,326621.7
2292,414204.0
2293,473303.06
2294,399983.47
2295,462471.78
2296,308046.1
2297,317612.44
2298,345648.38
2299,407957.62
2300,330383.03
2301,284009.75
2302,230049.02
2303,240272.47
2304,227128.12
2305,181705.47
2306,179555.2
2307,191473.66
2308,210170.84
2309,292082.38
2310,234262.05
2311,187623.06
2312,173906.12
2313,177939.05
2314,164699.86
2315,170385.08
2316,187057.78
2317,183556.95
2318,183124.84
2319,181586.45
2320,190506.4
2321,259725.19
2322,167583.0
2323,184047.27
2324,169287.39
2325,209256.69
2326,169842.42
2327,218109.22
2328,233125.53
2329,181379.06
2330,175319.5
2331,367241.84
2332,410690.34
2333,309273.9
2334,263314.25
2335,257994.64
2336,321382.3
2337,208085.44
2338,304960.6
2339,207081.11
2340,388258.72
2341,199957.12
2342,243208.94
2343,224994.17
2344,233840.73
2345,231743.3
2346,218526.17
2347,201576.94
2348,238399.12
2349,169384.19
2350,298202.56
2351,248551.06
2352,231812.77
2353,234089.98
2354,134324.64
2355,149804.61
2356,150749.56
2357,196039.44
2358,195206.98
2359,119209.664
2360,118706.0
2361,136197.44
2362,273985.1
2363,140734.22
2364,157990.23
2365,233876.12
2366,178811.14
2367,203408.83
2368,201696.42
2369,210507.08
2370,177411.9
2371,176228.78
2372,183488.8
2373,281435.06
2374,296786.34
2375,262309.56
2376,279413.3
2377,337705.66
2378,141778.3
2379,183533.56
2380,145213.11
2381,156774.75
2382,187972.4
2383,202593.77
2384,256970.66
2385,163289.52
2386,128645.336
2387,138422.94
2388,102761.94
2389,128667.66
2390,149247.6
2391,140058.45
2392,117503.125
2393,163833.44
2394,144125.75
2395,204165.33
2396,144725.52
2397,216658.19
2398,128838.01
2399,47718.023
2400,58123.836
2401,113093.27
2402,137870.69
2403,127600.91
2404,142768.84
2405,169145.77
2406,140666.97
2407,128666.33
2408,138986.25
2409,131363.98
2410,169181.55
2411,119915.01
2412,151139.94
2413,134942.95
2414,141756.11
2415,128722.94
2416,125569.625
2417,133578.02
2418,127389.27
2419,122605.64
2420,126519.34
2421,151177.48
2422,117757.66
2423,131246.05
2424,156929.44
2425,177984.36
2426,118973.7
2427,132117.05
2428,175952.77
2429,115356.8
2430,132588.89
2431,100975.86
2432,142524.36
2433,148293.23
2434,139908.55
2435,145343.14
2436,104598.86
2437,115087.234
2438,121283.56
2439,105008.43
2440,119684.33
2441,96631.56
2442,94604.37
2443,121068.84
2444,122678.48
2445,80913.484
2446,130897.83
2447,207290.7
2448,134835.56
2449,110998.48
2450,154107.2
2451,125785.77
2452,189201.44
2453,89992.58
2454,130340.92
2455,102975.484
2456,142465.94
2457,128076.84
2458,116904.125
2459,106045.516
2460,135701.45
2461,127585.35
2462,136146.6
2463,123304.34
2464,182477.97
2465,128765.46
2466,108703.82
2467,157193.36
2468,85966.6
2469,74957.48
2470,161865.61
2471,201162.03
2472,171021.14
2473,120659.27
2474,95306.266
2475,241589.1
2476,117170.29
2477,127927.5
2478,151492.52
2479,102911.29
2480,156843.03
2481,121295.945
2482,133012.66
2483,114639.73
2484,127428.98
2485,131553.81
2486,150339.55
2487,169370.05
2488,160583.55
2489,140765.75
2490,161894.34
2491,83990.38
2492,190225.94
2493,138102.05
2494,154971.55
2495,87441.055
2496,221960.16
2497,149682.2
2498,115796.64
2499,93425.42
2500,127955.01
2501,132936.64
2502,144972.83
2503,99848.31
2504,204651.12
2505,223092.92
2506,253194.6
2507,334144.88
2508,253349.19
2509,220084.62
2510,231314.58
2511,180211.1
2512,214110.73
2513,217938.42
2514,235886.6
2515,154168.61
2516,160853.84
2517,142246.56
2518,148739.17
2519,215698.83
2520,216697.02
2521,182143.53
2522,229518.33
2523,124835.98
2524,140431.12
2525,150278.4
2526,139566.78
2527,111185.21
2528,123422.56
2529,132554.12
2530,119586.62
2531,225509.3
2532,220513.14
2533,205799.25
2534,243928.95
2535,330588.5
2536,240728.16
2537,230916.44
2538,182712.83
2539,182574.16
2540,175334.55
2541,178595.45
2542,153997.0
2543,128523.96
2544,136878.94
2545,128642.19
2546,134282.11
2547,132490.17
2548,138241.03
2549,163081.05
2550,337556.5
2551,139754.67
2552,129370.375
2553,72328.39
2554,112213.125
2555,128185.484
2556,93857.0
2557,115165.37
2558,167416.8
2559,137974.64
2560,144254.7
2561,150052.7
2562,141262.23
2563,161782.9
2564,178781.61
2565,145028.4
2566,160820.48
2567,130605.42
2568,209925.75
2569,198394.36
2570,124963.83
2571,188077.22
2572,180055.7
2573,240910.92
2574,307960.44
2575,124009.555
2576,130676.65
2577,172367.45
2578,85657.664
2579,75746.29
2580,127550.68
2581,134758.53
2582,119716.586
2583,298045.12
2584,166876.23
2585,177328.11
2586,209149.95
2587,196933.95
2588,165993.19
2589,148490.7
2590,215119.45
2591,222621.89
2592,213812.83
2593,277025.38
2594,176802.53
2595,203006.47
2596,344277.44
2597,180415.25
2598,284918.56
2599,330053.2
2600,185203.0
2601,143746.78
2602,80633.47
2603,93622.055
2604,84172.66
2605,78542.74
2606,149507.27
2607,180483.12
2608,207151.6
2609,168643.97
2610,116829.51
2611,145714.95
2612,151125.66
2613,131455.94
2614,130091.336
2615,151211.33
2616,145902.14
2617,169156.28
2618,182784.81
2619,212226.23
2620,185008.53
2621,177911.58
2622,177540.7
2623,228051.78
2624,271070.8
2625,313003.84
2626,168078.67
2627,169084.39
2628,418985.72
2629,563867.56
2630,347280.0
2631,436915.6
2632,421504.97
2633,339861.44
2634,353142.5
2635,161414.25
2636,181931.47
2637,174159.7
2638,259459.45
2639,191844.0
2640,154482.33
2641,106486.78
2642,189396.64
2643,111195.36
2644,121988.66
2645,101512.195
2646,96654.3
2647,103814.55
2648,140690.38
2649,141529.47
2650,153792.67
2651,146374.64
2652,425130.94
2653,239504.27
2654,240130.08
2655,329542.5
2656,307614.53
2657,338127.75
2658,288830.16
2659,311853.53
2660,334436.84
2661,334937.25
2662,278917.22
2663,277634.16
2664,290076.84
2665,311078.0
2666,305116.06
2667,170204.02
2668,174796.98
2669,180818.6
2670,283050.53
2671,177383.53
2672,181916.22
2673,209541.75
2674,208488.94
2675,173982.1
2676,181837.55
2677,195865.88
2678,258133.1
2679,269990.94
2680,280070.62
2681,388482.25
2682,340185.2
2683,516347.2
2684,324715.2
2685,354968.4
2686,263050.53
2687,355541.84
2688,217738.7
2689,211240.86
2690,483827.16
2691,191786.81
2692,130212.195
2693,194091.56
2694,127446.13
2695,183246.08
2696,180955.9
2697,189858.78
2698,193112.7
2699,177148.14
2700,155293.6
2701,143187.22
2702,120290.53
2703,129216.08
2704,144184.84
2705,121358.164
2706,126675.91
2707,128849.98
2708,138206.52
2709,122563.67
2710,126990.63
2711,301285.56
2712,369922.56
2713,180201.12
2714,147502.84
2715,172601.72
2716,162532.12
2717,179571.55
2718,233607.1
2719,162435.92
2720,162168.14
2721,139742.39
2722,156820.83
2723,135618.23
2724,129238.99
2725,137307.83
2726,144899.72
2727,190057.25
2728,170796.08
2729,144919.16
2730,145660.05
2731,126542.25
2732,120161.99
2733,158488.44
2734,130906.14
2735,133426.66
2736,140817.64
2737,122239.03
2738,123163.86
2739,158406.69
2740,142412.61
2741,140085.11
2742,153811.06
2743,144260.7
2744,147865.1
2745,139983.14
2746,139150.72
2747,166868.52
2748,122229.73
2749,130092.02
2750,148092.73
2751,133731.84
2752,211801.77
2753,165623.62
2754,199109.72
2755,126391.08
2756,95539.94
2757,75683.92
2758,81642.836
2759,170892.8
2760,131927.77
2761,141359.53
2762,145549.92
2763,174963.92
2764,158544.47
2765,269340.34
2766,142216.31
2767,97221.55
2768,129387.54
2769,121349.516
2770,137805.94
2771,113938.16
2772,121104.89
2773,161561.16
2774,140940.08
2775,120574.77
2776,137561.6
2777,137095.95
2778,116136.17
2779,128926.8
2780,103110.016
2781,100907.04
2782,90530.82
2783,111635.48
2784,123891.56
2785,133810.62
2786,70970.26
2787,110764.21
2788,76599.2
2789,202128.16
2790,90913.26
2791,112338.336
2792,63116.31
2793,171253.02
2794,103290.8
2795,128701.91
2796,98122.48
2797,202518.92
2798,126868.42
2799,121990.945
2800,71957.1
2801,111735.664
2802,135574.25
2803,151175.03
2804,145886.56
2805,94385.05
2806,72807.33
2807,149603.66
2808,151086.94
2809,131998.92
2810,142415.1
2811,161782.3
2812,147563.19
2813,135355.86
2814,143849.5
2815,110276.86
2816,286923.12
2817,158548.78
2818,127877.0
2819,163511.0
2820,126191.83
2821,107847.5
2822,204251.03
2823,254961.84
2824,198550.14
2825,152843.94
2826,131275.7
2827,138749.4
2828,213550.61
2829,185171.02
2830,218130.67
2831,180962.98
2832,229643.33
2833,314419.72
2834,219070.52
2835,220798.53
2836,195246.52
2837,159286.3
2838,141981.34
2839,175043.1
2840,195631.61
2841,206969.33
2842,222635.6
2843,161122.22
2844,157851.7
2845,121617.45
2846,212433.5
2847,196131.25
2848,212423.67
2849,206480.86
2850,269052.25
2851,232638.4
2852,218742.8
2853,239107.88
2854,139936.77
2855,203133.42
2856,207357.5
2857,183585.2
2858,194353.16
2859,128675.24
2860,131689.73
2861,122560.09
2862,192463.42
2863,117082.984
2864,257731.33
2865,139974.47
2866,130313.664
2867,90796.81
2868,98210.44
2869,117780.04
2870,142405.25
2871,87156.18
2872,52321.69
2873,99759.95
2874,141907.34
2875,120302.97
2876,156064.03
2877,146180.97
2878,175392.5
2879,138834.4
2880,94441.16
2881,151655.5
2882,167579.47
2883,173160.34
2884,187054.94
2885,201563.6
2886,223889.61
2887,98387.12
2888,126543.55
2889,55039.832
2890,83380.016
2891,135666.2
2892,47385.7
2893,103113.33
2894,54132.01
2895,348557.25
2896,282325.9
2897,215773.78
2898,150391.28
2899,219984.38
2900,167651.44
2901,197354.28
2902,190267.73
2903,348477.34
2904,346047.7
2905,109609.375
2906,200844.52
2907,113583.54
2908,135786.1
2909,133296.66
2910,78298.44
2911,81228.28
2912,144949.06
2913,88197.86
2914,75501.38
2915,78832.734
2916,83604.28
2917,163729.66
2918,114547.44
2919,219733.5
